Full Prefetching:
  -2.28317   -3.72903    -2.0792  -0.956565   -9.67697   -1.88518   -5.87025   -9.55004   -7.65841   -2.82744   -5.38313   -1.22035   -5.83978    1.34341   0.714487   -213.239  1  0 
  -2.28317   -3.72903    -2.0792  -0.956565   -9.67697   -1.88518   -5.87025   -9.55004   -7.65841   -2.82744   -5.38313   -1.22035   -5.83978    1.34341   0.714487   -213.239  0  2 
  -2.46424   -3.71185   -1.88088  -0.162395   -10.5749    -1.5996    -5.6277   -8.37967   -6.82862   -4.17417   -5.75663     -1.171   -6.22301    2.60177     1.0428    -203.77  1  0 
  -2.14635   -3.86833  -0.542967   -1.03344   -10.8182   -1.65661   -5.25449   -7.95186   -6.46638   -2.84806   -7.28763   -2.92501   -5.40382    2.65122     2.5874   -195.369  1  2 
  -3.15564    -3.0739 -0.0881435   -1.28219   -10.3492   -1.29479   -4.89952   -8.10895    -6.1473    -1.8889   -7.23992   -2.97104   -5.41293     2.5335    3.01087   -184.273  1  0 
  -4.20548   -4.45303    0.10124  -0.836138   -9.47344   -0.90959   -3.15594     -7.634   -5.23795   -2.30589   -7.78326   -3.16203   -5.58127    2.14624    2.94064    -171.45  1  2 
  -4.05953   -4.52993   0.133876  -0.697223   -9.40264  -0.655966    -1.3928   -8.56444   -3.54282   -1.62326   -6.39719   -2.45434   -4.88004    1.26558    2.81628   -145.472  1  0 
  -3.60306   -5.18016  0.0893988    0.23722   -9.59978   -0.33711   -1.97502   -8.05085   -3.86231  -0.246719   -7.84805   -1.07854   -4.32177   0.677756    1.62135   -143.128  1  2 
  -3.60306   -5.18016  0.0893988    0.23722   -9.59978   -0.33711   -1.97502   -8.05085   -3.86231  -0.246719   -7.84805   -1.07854   -4.32177   0.677756    1.62135   -143.128  0  0 
  -3.60306   -5.18016  0.0893988    0.23722   -9.59978   -0.33711   -1.97502   -8.05085   -3.86231  -0.246719   -7.84805   -1.07854   -4.32177   0.677756    1.62135   -143.128  0  2 
  -3.60306   -5.18016  0.0893988    0.23722   -9.59978   -0.33711   -1.97502   -8.05085   -3.86231  -0.246719   -7.84805   -1.07854   -4.32177   0.677756    1.62135   -143.128  0  0 
  -3.60306   -5.18016  0.0893988    0.23722   -9.59978   -0.33711   -1.97502   -8.05085   -3.86231  -0.246719   -7.84805   -1.07854   -4.32177   0.677756    1.62135   -143.128  0  2 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  1  0 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  0  2 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  0  0 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  0  2 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  0  0 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  0  2 
  -4.38538   -4.40316   0.401584    -0.6059   -10.2257  0.0420678   -1.92754    -7.8943   -3.91096   -1.01527   -8.61789   -1.34167   -2.74169   -1.02455    2.62349   -143.501  0  0 

